District,Mandal,RBK,QTY(MTs),No Of Farmers,Amount(Rs),Season
SRIKAKULAM,R.AMADALAVALASA,UNGARADA,131.5,11,243275,Kharif_2020
SRIKAKULAM,RANASTHALAM,RAVADA,3185.5,181,5893175,Kharif_2020
SRIKAKULAM,VANGARA,RAJULAGUMMADA,359,10,664150,Kharif_2020
SRIKAKULAM,PONDURU,THANDYAM,611,10,1130350,Rabi_2020
SRIKAKULAM,G.SIGADAM,VELAGADA,345,7,638250,Rabi_2020
SRIKAKULAM,RAJAM,AGURU,352.5,18,652125,Kharif_2020
SRIKAKULAM,ETCHERLA,ALLINAGARAM2,19,1,35150,Kharif_2020
SRIKAKULAM,RAJAM,SOPERU,245,2,453250,Rabi_2020
SRIKAKULAM,RANASTHALAM,KRISHANPURAM,274.5,6,507825,Rabi_2020
SRIKAKULAM,LAVERU,CHINNAMURAPAKA,234,2,432900,Rabi_2020
SRIKAKULAM,SRIKAKULAM,KILLIPALEM1,12.5,1,23125,Kharif_2020
SRIKAKULAM,LAVERU,ADAPAKA,98,1,181300,Rabi_2020
SRIKAKULAM,LAVERU,BUDATHAVALASA,1246.5,80,2306025,Kharif_2020
SRIKAKULAM,LAVERU,BEJJIPURAM,1462,65,2704700,Kharif_2020
SRIKAKULAM,G.SIGADAM,BATUVA,2291,82,4238350,Kharif_2020
SRIKAKULAM,G.SIGADAM,PENTA,1011.5,78,1871275,Kharif_2020
SRIKAKULAM,RANASTHALAM,VALLABHARAOPETA,1082,53,2001700,Kharif_2020
SRIKAKULAM,RANASTHALAM,ARJUNAVALASA,1736.5,84,3212525,Kharif_2020
SRIKAKULAM,G.SIGADAM,VELAGADA,4402.5,189,8144625,Kharif_2020
SRIKAKULAM,RANASTHALAM,RANASTHALAM2,250,23,462500,Rabi_2020
SRIKAKULAM,RANASTHALAM,RANASTHALAM1,265.5,7,491175,Rabi_2020
SRIKAKULAM,SANTHAKAVITI,TALATAMPARA,297,12,549450,Kharif_2020
SRIKAKULAM,VANGARA,KOPPARAVALASA,278,17,514300,Kharif_2020
SRIKAKULAM,RANASTHALAM,J.R.PURAM2,587.5,14,1086875,Rabi_2020
SRIKAKULAM,G.SIGADAM,ANANDAPURAM,51.5,7,95275,Kharif_2020
SRIKAKULAM,R.AMADALAVALASA,NAYURALAVALASA,159.5,8,295075,Kharif_2020
SRIKAKULAM,GARA,SRIKURMAM4,24.5,2,45325,Kharif_2020
SRIKAKULAM,PALAKONDA,CHINAMANGALAPURAM,17.5,1,32375,Kharif_2020
SRIKAKULAM,SANTHAKAVITI,G.S.PURAM,72,4,133200,Kharif_2020
SRIKAKULAM,LAVERU,PEDARAOPALLI,137,4,253450,Rabi_2020
SRIKAKULAM,GARA,SATHIVADA,66,1,122100,Kharif_2020
SRIKAKULAM,PONDURU,KINTHALI,15.5,1,28675,Kharif_2020
SRIKAKULAM,SANTHAKAVITI,MANTHINA,246.5,10,456025,Kharif_2020
SRIKAKULAM,RANASTHALAM,PATHARALAPALLI,1345,66,2488250,Kharif_2020
SRIKAKULAM,R.AMADALAVALASA,LINGALAVALASA,186.5,7,345025,Kharif_2020
SRIKAKULAM,G.SIGADAM,NADIMIVALASA,1897.5,111,3510375,Kharif_2020
SRIKAKULAM,RANASTHALAM,BANTUPALLI,547.5,27,1012875,Kharif_2020
SRIKAKULAM,RANASTHALAM,SANCHAM,944.5,38,1747325,Kharif_2020
SRIKAKULAM,G.SIGADAM,YENDUVA,759,29,1404150,Kharif_2020
SRIKAKULAM,PONDURU,LAIDAM,1103,58,2040550,Kharif_2020
SRIKAKULAM,LAVERU,LAVERU2,3320,99,6142000,Kharif_2020
SRIKAKULAM,RANASTHALAM,KRISHANPURAM,1791,90,3313350,Kharif_2020
SRIKAKULAM,RAJAM,G.C.PALLI,522.5,25,966625,Kharif_2020
SRIKAKULAM,RANASTHALAM,KOTAPELAM,81,6,149850,Kharif_2020
SRIKAKULAM,SANTHAKAVITI,GARIKIPADU,55,4,101750,Kharif_2020
SRIKAKULAM,RAJAM,PENUBAKA,316.5,14,585525,Kharif_2020
SRIKAKULAM,RAJAM,RAJAYYAPETA,759,34,1404150,Kharif_2020
SRIKAKULAM,PONDURU,GOKARNAPALLI,195,19,360750,Kharif_2020
SRIKAKULAM,VANGARA,TALAGAM,511.5,32,946275,Kharif_2020
SRIKAKULAM,LAVERU,PEDARAOPALLI,463.5,18,857475,Kharif_2020
SRIKAKULAM,LAVERU,GUMADAM,2395.5,101,4431675,Kharif_2020
SRIKAKULAM,RAJAM,BODDAM,680,28,1258000,Kharif_2020
SRIKAKULAM,LAVERU,TALLAVALASA,1632.5,57,3020125,Kharif_2020
SRIKAKULAM,LAVERU,GURUGUBELLI,590,11,1091500,Rabi_2020
SRIKAKULAM,LAVERU,BUDUMURU,146,4,270100,Kharif_2020
SRIKAKULAM,SANTHAKAVITI,WALTERU,716,48,1324600,Kharif_2020
SRIKAKULAM,R.AMADALAVALASA,BURADA,198,3,366300,Kharif_2020
SRIKAKULAM,RAJAM,GURAVAM,595.5,25,1101675,Kharif_2020
SRIKAKULAM,VANGARA,SANGAM,300,14,555000,Kharif_2020
SRIKAKULAM,RANASTHALAM,DERASAM,68.5,6,126725,Kharif_2020
SRIKAKULAM,LAVERU,KOTHAKOTA,686.5,26,1270025,Kharif_2020
SRIKAKULAM,VEERAGHATTAM,KIMMI,103.5,9,191475,Kharif_2020
SRIKAKULAM,VEERAGHATTAM,THUDI,223.5,19,413475,Kharif_2020
SRIKAKULAM,PONDURU,LOLUGU,282,11,521700,Kharif_2020
SRIKAKULAM,LAVERU,CHINNAMURAPAKA,1087,61,2010950,Kharif_2020
SRIKAKULAM,SANTHAKAVITI,MIRTHIVALASA,30,3,55500,Kharif_2020
SRIKAKULAM,RAJAM,KANCHARAM2,61,4,112850,Kharif_2020
SRIKAKULAM,RAJAM,DRNVALSA,130.5,8,241425,Kharif_2020
SRIKAKULAM,R.AMADALAVALASA,TOKALAVALASA,95,8,175750,Kharif_2020
SRIKAKULAM,R.AMADALAVALASA,AMBADA,42,2,77700,Kharif_2020
SRIKAKULAM,SRIKAKULAM,IPPILI,122,4,225700,Kharif_2020
SRIKAKULAM,VANGARA,MARUVADA,651,30,1204350,Kharif_2020
SRIKAKULAM,PONDURU,KRISHNAPURAM,723,26,1337550,Kharif_2020
SRIKAKULAM,LAVERU,LOPENTA,554.5,29,1025825,Kharif_2020
SRIKAKULAM,LAVERU,GOVINDAPURAM,3013.5,121,5574975,Kharif_2020
SRIKAKULAM,RAJAM,GADIMUDIDAM,1461.5,101,2703775,Kharif_2020
SRIKAKULAM,G.SIGADAM,SETHUBHEEMAVARAM,1397.5,69,2585375,Kharif_2020
SRIKAKULAM,LAVERU,PEDDALINGALAVALASA,2015,106,3727750,Kharif_2020
SRIKAKULAM,RANASTHALAM,RANASTHALAM2,2683,154,4963550,Kharif_2020
SRIKAKULAM,RAJAM,ANTHAKAPALLI,1124.5,65,2080325,Kharif_2020
SRIKAKULAM,RAJAM,M.J.VALASA,749,53,1385650,Kharif_2020
SRIKAKULAM,PONDURU,RAPAKA1,391.5,19,724275,Kharif_2020
SRIKAKULAM,RAJAM,SOPERU,1350,54,2497500,Kharif_2020
SRIKAKULAM,VANGARA,V.V.R.PETA,109,7,201650,Kharif_2020
SRIKAKULAM,R.AMADALAVALASA,MUNAKALAVALASA,1158.5,46,2143225,Kharif_2020
SRIKAKULAM,RANASTHALAM,VELUPARAI,316.5,29,585525,Kharif_2020
SRIKAKULAM,LAVERU,TAMVADA,182,12,336700,Kharif_2020
VISAKHAPATNAM,DUMBRIGUDA,KANDRUM,47,8,154865,Kharif_2020
VISAKHAPATNAM,PADERU,PADERU-1,3.5,1,11532.5,Kharif_2020
VISAKHAPATNAM,HUKUMPETA,HUKUMPETA,26.5,7,87317.5,Kharif_2020
VISAKHAPATNAM,MUNCHINGAPUTTU,KUMADA,8,2,26360,Kharif_2020
VISAKHAPATNAM,ARAKU VALLEY,SUNKARAMETTA,9,5,29655,Kharif_2020
VISAKHAPATNAM,ARAKU VALLEY,PADAMPURAM-1,24.5,9,80727.5,Kharif_2020
VISAKHAPATNAM,ARAKU VALLEY,MADAGADA-2,7.5,3,24712.5,Kharif_2020
VISAKHAPATNAM,DUMBRIGUDA,SAGARA,4,3,13180,Kharif_2020
VISAKHAPATNAM,CHINTAPALLI,CHINTAPLLI-2,13,1,42835,Kharif_2020
VISAKHAPATNAM,CHINTAPALLI,CHOWDUPALLI-2,2.5,1,8237.5,Kharif_2020
VISAKHAPATNAM,CHINTAPALLI,TAJANGI-1,5,1,16475,Kharif_2020
VISAKHAPATNAM,HUKUMPETA,OLDA,4,1,13180,Kharif_2020
VISAKHAPATNAM,DUMBRIGUDA,KURIDI,20,7,65900,Kharif_2020
VISAKHAPATNAM,HUKUMPETA,SANTHARI,2,1,6590,Kharif_2020
VISAKHAPATNAM,ARAKU VALLEY,CHOMPI,9.5,4,31302.5,Kharif_2020
VISAKHAPATNAM,ARAKU VALLEY,PEDALABUDU-2,63,10,207585,Kharif_2020
VISAKHAPATNAM,DUMBRIGUDA,KORRAI,223,15,734785,Kharif_2020
VISAKHAPATNAM,DUMBRIGUDA,DEMUDUVALASA,15.5,5,51072.5,Kharif_2020
VISAKHAPATNAM,ARAKU VALLEY,KOTHABALLUGUDA,11.5,7,37892.5,Kharif_2020
VISAKHAPATNAM,MUNCHINGAPUTTU,PEDAGUDA,12,1,39540,Kharif_2020
VISAKHAPATNAM,CHINTAPALLI,KOTHAPALEM-2,13,3,42835,Kharif_2020
VISAKHAPATNAM,DUMBRIGUDA,KORRA,6.5,1,21417.5,Kharif_2020
VISAKHAPATNAM,BHEEMUNIPATNAM,DAKAMARRI,130,6,240500,Rabi_2020
VISAKHAPATNAM,PADERU,THUMPADA,16,4,52720,Kharif_2020
VISAKHAPATNAM,G.MADUGULA,KOKKIRAPALLI,59,8,194405,Kharif_2020
VISAKHAPATNAM,CHINTAPALLI,TAJANGI-2,22,4,72490,Kharif_2020
VISAKHAPATNAM,PADMANABHAM,BANDEVUPURAM,204.5,5,378325,Rabi_2020
VISAKHAPATNAM,CHINTAPALLI,CHOWDUPALLI-1,44.5,14,146627.5,Kharif_2020
VISAKHAPATNAM,ARAKU VALLEY,MADAGADA-1,16.5,3,54367.5,Kharif_2020
VISAKHAPATNAM,ARAKU VALLEY,CHINALABABU,22,5,72490,Kharif_2020
VISAKHAPATNAM,PEDABAYALU,GAMPARAI,134,11,441530,Kharif_2020
VISAKHAPATNAM,DUMBRIGUDA,GEDELABANDA,16,5,52720,Kharif_2020
VISAKHAPATNAM,ANANTHAGIRI,ANANTHAGIRI,13,5,42835,Kharif_2020
VISAKHAPATNAM,MUNCHINGAPUTTU,KILAGADA,3,1,9885,Kharif_2020
VISAKHAPATNAM,ANANTHAGIRI,YEGUVASOBHA,35.5,8,116972.5,Kharif_2020
VISAKHAPATNAM,DUMBRIGUDA,ARAMA,168,24,553560,Kharif_2020
VIZIANAGARAM,PACHIPENTA,KERANGI,463.5,9,857475,Kharif_2020
VIZIANAGARAM,GURLA,KONDAGANDREDU,1194,56,2208900,Kharif_2020
VIZIANAGARAM,NELLIMARLA,OMMI,51.5,3,95275,Kharif_2020
VIZIANAGARAM,CHEEPURUPALLI,CHEEPURUPALLI5,1004,21,1857400,Kharif_2020
VIZIANAGARAM,MERAKAMUDIDAM,SATHAMVALASA,1333.5,41,2466975,Kharif_2020
VIZIANAGARAM,MERAKAMUDIDAM,KORLAM,976,24,1805600,Kharif_2020
VIZIANAGARAM,CHEEPURUPALLI,KARLAM,1004.5,27,1858325,Kharif_2020
VIZIANAGARAM,CHEEPURUPALLI,PARLA,781,23,1444850,Kharif_2020
VIZIANAGARAM,MERAKAMUDIDAM,G.MARRIVALSAA,275,9,508750,Kharif_2020
VIZIANAGARAM,GAJAPATHINAGARAM,GAJAPATHINAGARAM1,50,1,92500,Rabi_2020
VIZIANAGARAM,GAJAPATHINAGARAM,GANGACHOLLAPENTA,146,3,270100,Rabi_2020
VIZIANAGARAM,CHEEPURUPALLI,ALAJANGI,795,14,1470750,Rabi_2020
VIZIANAGARAM,PARVATHIPURAM,DOKISEELA,393.5,8,727975,Kharif_2020
VIZIANAGARAM,MAKKUVA,CHEMUDU,421,8,778850,Kharif_2020
VIZIANAGARAM,GURLA,DAMARASINGI,408.5,10,755725,Rabi_2020
VIZIANAGARAM,GARIVIDI,DEVADA,272.5,7,504125,Rabi_2020
VIZIANAGARAM,KURUPAM,KITCHADA,17,1,31450,Kharif_2020
VIZIANAGARAM,KOMARADA,DALAIPETA,321.5,5,594775,Kharif_2020
VIZIANAGARAM,GURLA,NAGALLAVALASA,66.5,3,123025,Rabi_2020
VIZIANAGARAM,CHEEPURUPALLI,METTAPALLI,714,12,1320900,Rabi_2020
VIZIANAGARAM,SALUR,PEDABORABANDA,144,1,266400,Rabi_2020
VIZIANAGARAM,RAMABHADRAPURAM,ROMPALLI,434.5,4,803825,Rabi_2020
VIZIANAGARAM,GAJAPATHINAGARAM,KOTHABAGGAM,106,2,196100,Rabi_2020
VIZIANAGARAM,GURLA,GARIKIVALASA,504.5,8,933325,Rabi_2020
VIZIANAGARAM,NELLIMARLA,JOGIRAJUPETA,130.5,3,241425,Rabi_2020
VIZIANAGARAM,DENKADA,MODAVALASA,168,1,310800,Kharif_2020
VIZIANAGARAM,GURLA,KOTAGANDREDU,189.5,6,350575,Kharif_2020
VIZIANAGARAM,SALUR,KOTHAVALASA,126.5,2,234025,Kharif_2020
VIZIANAGARAM,BOBBILI,PIRIDI1,5,1,9250,Kharif_2020
VIZIANAGARAM,BADANGI,GAJARAYUNIVALASA,33,1,61050,Kharif_2020
VIZIANAGARAM,G.SIGADAM,ALAJANGI,86,1,159100,Rabi_2020
VIZIANAGARAM,PUSAPATIREGA,VELDURU,49.5,3,91575,Kharif_2020
VIZIANAGARAM,RAMABHADRAPURAM,GOLLAPETA,211.5,2,391275,Rabi_2020
VIZIANAGARAM,SALURU,SIVARAMPURAM,146.5,3,271025,Rabi_2020
VIZIANAGARAM,RAMABHADRAPURAM,ARIKITHOTA,56,2,103600,Kharif_2020
VIZIANAGARAM,NELLIMARLA,BOPPADAM,60.5,2,111925,Rabi_2020
VIZIANAGARAM,PARVATHIPURAM,PEDAMARIKI,95,1,175750,Rabi_2020
VIZIANAGARAM,GURLA,NADUPURU,35,2,64750,Kharif_2020
VIZIANAGARAM,NELLIMARLA,OMMI,45.5,1,84175,Rabi_2020
VIZIANAGARAM,CHEEPURUPALLI,METTAPALLI,2846.5,108,5266025,Kharif_2020
VIZIANAGARAM,MAKKUVA,KAVIRIPALLI,1252,40,2316200,Kharif_2020
VIZIANAGARAM,RAMABHADRAPURAM,KOTASIRLAM,2918,119,5398300,Kharif_2020
VIZIANAGARAM,SALUR,KURMARAJUPETA,1442,65,2667700,Kharif_2020
VIZIANAGARAM,MAKKUVA,MAKKUVA1,1149,33,2125650,Kharif_2020
VIZIANAGARAM,MERAKAMUDIDAM,GARBHAM2,1957,60,3620450,Kharif_2020
VIZIANAGARAM,GARIVIDI,SIVARAM,1496,58,2767600,Kharif_2020
VIZIANAGARAM,MAKKUVA,KONA,552.5,18,1022125,Kharif_2020
VIZIANAGARAM,GARIVIDI,GEDDAPUVALASA,2532,107,4684200,Kharif_2020
VIZIANAGARAM,GARIVIDI,DUVVAM,259,10,479150,Kharif_2020
VIZIANAGARAM,THERLAM,V.CHINNAYYAPETA,391.5,19,724275,Kharif_2020
VIZIANAGARAM,CHEEPURUPALLI,KARAKAM,1029.5,36,1904575,Kharif_2020
VIZIANAGARAM,PACHIPENTA,MATHUMURU,3228.5,99,5972725,Kharif_2020
VIZIANAGARAM,MERAKAMUDIDAM,GARUGUBILLI,171,10,316350,Kharif_2020
VIZIANAGARAM,CHEEPURUPALLI,P.K.PALAVALASA,2608,70,4824800,Kharif_2020
VIZIANAGARAM,GURLA,KELLA,1782.5,60,3297625,Rabi_2020
VIZIANAGARAM,GURLA,KONDAGANDREDU,784,11,1450400,Rabi_2020
VIZIANAGARAM,GAJAPATHINAGARAM,KALAMRAJUPETA,542,12,1002700,Rabi_2020
VIZIANAGARAM,RAMABHADRAPURAM,KOTTAKKI,1961,36,3627850,Rabi_2020
VIZIANAGARAM,GARIVIDI,K.PALAVALASA,1519.5,23,2811075,Rabi_2020
VIZIANAGARAM,MERAKAMUDIDAM,GARBHAM1,2597.5,34,4805375,Rabi_2020
VIZIANAGARAM,SALUR,KURMARAJUPETA,816,16,1509600,Rabi_2020
VIZIANAGARAM,GARIVIDI,KUMARAM,317.5,4,587375,Rabi_2020
VIZIANAGARAM,MERAKAMUDIDAM,KONDALAVERU,452.5,5,837125,Rabi_2020
VIZIANAGARAM,THERLAM,LOCHERLA,681,30,1259850,Kharif_2020
VIZIANAGARAM,GAJAPATHINAGARAM,SRIRANGARAJAPURAM,581,9,1074850,Rabi_2020
VIZIANAGARAM,SALUR,JEEGIRAM,979,15,1811150,Rabi_2020
VIZIANAGARAM,MERAKAMUDIDAM,CHINABANTUPALLI,1077,11,1992450,Rabi_2020
VIZIANAGARAM,PUSAPATIREGA,POOSAPATIREGA1,47,1,86950,Rabi_2020
VIZIANAGARAM,MERAKAMUDIDAM,RAMAYYAVALASA,191.5,8,354275,Kharif_2020
VIZIANAGARAM,MAKKUVA,CH.B.PETA,185,5,342250,Kharif_2020
VIZIANAGARAM,SEETHANAGARAM,BOORJA,44,2,81400,Kharif_2020
VIZIANAGARAM,PARVATHIPURAM,D.K.PATNAM,371,4,686350,Rabi_2020
VIZIANAGARAM,BOBBILI,KALAVARAI,41.5,4,76775,Kharif_2020
VIZIANAGARAM,GURLA,GURLA,136.5,4,252525,Rabi_2020
VIZIANAGARAM,GURLA,SOLIPISOMARAJUPETA,37,1,68450,Rabi_2020
VIZIANAGARAM,NELLIMARLA,VALLURU,84,2,155400,Rabi_2020
VIZIANAGARAM,GARIVIDI,MANDIRAVALASA,83,2,153550,Rabi_2020
VIZIANAGARAM,MERAKAMUDIDAM,IPPALAVALASA,187,5,345950,Kharif_2020
VIZIANAGARAM,MERAKAMUDIDAM,KONDALAVERU,143,4,264550,Kharif_2020
VIZIANAGARAM,GURLA,ANANDAPURAM,52,1,96200,Kharif_2020
VIZIANAGARAM,PACHIPENTA,PANCHALI,4043.5,117,7480475,Kharif_2020
VIZIANAGARAM,GAJAPATHINAGARAM,THUMMIKAPALLI,197.5,10,365375,Kharif_2020
VIZIANAGARAM,GARIVIDI,K.PALAVALASA,3157,135,5840450,Kharif_2020
VIZIANAGARAM,MERAKAMUDIDAM,BUDARAYAVALASA,1632.5,45,3020125,Kharif_2020
VIZIANAGARAM,GURLA,PAKEERUKITTALI,690.5,24,1277425,Kharif_2020
VIZIANAGARAM,GARIVIDI,KONURU,581,17,1074850,Kharif_2020
VIZIANAGARAM,GURLA,PEDDABANTUPALLI,2968.5,110,5491725,Kharif_2020
VIZIANAGARAM,MERAKAMUDIDAM,CHINABANTUPALLI,3704.5,135,6853325,Kharif_2020
VIZIANAGARAM,CHEEPURUPALLI,RAMALINGAPURAM,3742.5,104,6923625,Kharif_2020
VIZIANAGARAM,GARIVIDI,VEDULLAVALASA,995,45,1840750,Kharif_2020
VIZIANAGARAM,GURLA,CHODAVARAM,911,40,1685350,Kharif_2020
VIZIANAGARAM,GARIVIDI,REGATIAGRAHARAM,47,3,86950,Kharif_2020
VIZIANAGARAM,GARIVIDI,TATIGUDA,586.5,33,1085025,Kharif_2020
VIZIANAGARAM,PUSAPATIREGA,KOPPERLA,457,9,845450,Rabi_2020
VIZIANAGARAM,GURLA,CHODAVARAM,415.5,13,768675,Rabi_2020
VIZIANAGARAM,MAKKUVA,D.SIRLAM,339.5,5,628075,Rabi_2020
VIZIANAGARAM,MAKKUVA,A.VENKAMPETA,72.5,4,134125,Kharif_2020
VIZIANAGARAM,BALIJIPETA,VENGAPURAM,156,7,288600,Kharif_2020
VIZIANAGARAM,MERAKAMUDIDAM,UTTARAVALLI,593,15,1097050,Kharif_2020
VIZIANAGARAM,SALUR,MARIPALLI,887.5,13,1641875,Kharif_2020
VIZIANAGARAM,THERLAM,UDDAVOLU,280,11,518000,Rabi_2020
VIZIANAGARAM,GARIVIDI,DUVVAM,39,2,72150,Rabi_2020
VIZIANAGARAM,CHEEPURUPALLI,PEDANADIPALLI,1017,27,1881450,Kharif_2020
VIZIANAGARAM,MAKKUVA,PANASABHADRA,524,4,969400,Rabi_2020
VIZIANAGARAM,SRUNGAVARAPUKOTA,MUSIDIPALLI,115,1,212750,Kharif_2020
VIZIANAGARAM,MERAKAMUDIDAM,CHELLAPURAM,40,1,74000,Rabi_2020
VIZIANAGARAM,MAKKUVA,SAMBARA,161.5,2,298775,Rabi_2020
VIZIANAGARAM,SALUR,KHARASUVALASA,203,4,375550,Kharif_2020
VIZIANAGARAM,NELLIMARLA,TANGUDUBILLI,125,2,231250,Kharif_2020
VIZIANAGARAM,KOMARADA,PALEM,56.5,1,104525,Kharif_2020
VIZIANAGARAM,DENKADA,GANTLAM,10.5,1,19425,Kharif_2020
VIZIANAGARAM,GURLA,GURLA,17,1,31450,Kharif_2020
VIZIANAGARAM,BALIJIPETA,AMPAVALLI,178,5,329300,Rabi_2020
VIZIANAGARAM,GARIVIDI,ARTHAMURU,25,1,46250,Kharif_2020
VIZIANAGARAM,GURLA,CHINTAPALLIPETA,220,6,407000,Kharif_2020
VIZIANAGARAM,CHEEPURUPALLI,ALAJANGI,1644.5,62,3042325,Kharif_2020
VIZIANAGARAM,GURLA,KELLA,1049,61,1940650,Kharif_2020
VIZIANAGARAM,PACHIPENTA,PACHIPENTA1,1946,52,3600100,Kharif_2020
VIZIANAGARAM,RAMABHADRAPURAM,KOTTAKKI,7189,168,13299650,Kharif_2020
VIZIANAGARAM,PACHIPENTA,PACHIPENTA2,3017.5,78,5582375,Kharif_2020
VIZIANAGARAM,GURLA,DAMARASINGI,841.5,45,1556775,Kharif_2020
VIZIANAGARAM,MAKKUVA,SAMBARA,707,21,1307950,Kharif_2020
VIZIANAGARAM,RAMABHADRAPURAM,KONDAKENGUVA,4030.5,113,7456425,Kharif_2020
VIZIANAGARAM,PACHIPENTA,KARRIVALASA,2073.5,43,3835975,Kharif_2020
VIZIANAGARAM,DENKADA,AKKIVARAM,1134.5,50,2098825,Kharif_2020
VIZIANAGARAM,PACHIPENTA,VISWANADHAPURAM,679.5,14,1257075,Kharif_2020
VIZIANAGARAM,GAJAPATHINAGARAM,KENGUVA,34.5,4,63825,Kharif_2020
VIZIANAGARAM,THERLAM,NEMALAM,3709,113,6861650,Kharif_2020
VIZIANAGARAM,DATTIRAJERU,DATTI,292,17,540200,Kharif_2020
VIZIANAGARAM,THERLAM,VELAGAVALASA,699,25,1293150,Kharif_2020
VIZIANAGARAM,KURUPAM,GOTIVADA,876,15,1620600,Kharif_2020
VIZIANAGARAM,MAKKUVA,MARKONDAPUTTI,622,15,1150700,Kharif_2020
VIZIANAGARAM,RAMABHADRAPURAM,NAIDUVALASA,22.5,1,41625,Kharif_2020
VIZIANAGARAM,GARIVIDI,TATIGUDA,415,8,767750,Rabi_2020
VIZIANAGARAM,GURLA,KOTAGANDREDU,2262.5,35,4185625,Rabi_2020
VIZIANAGARAM,PACHIPENTA,MATHUMURU,625,10,1156250,Rabi_2020
VIZIANAGARAM,CHEEPURUPALLI,RAMALINGAPURAM,1174,19,2171900,Rabi_2020
VIZIANAGARAM,SALUR,SIVARAMPURAM,1191,27,2203350,Rabi_2020
VIZIANAGARAM,MAKKUVA,TURUMAMIDI,361,6,667850,Rabi_2020
VIZIANAGARAM,BALIJIPETA,TUMARADA,34,1,62900,Rabi_2020
VIZIANAGARAM,BOBBILI,PENTA,94,3,173900,Kharif_2020
VIZIANAGARAM,SALUR,MAVUDI,611,11,1130350,Kharif_2020
VIZIANAGARAM,CHEEPURUPALLI,PERIPI,331,7,612350,Rabi_2020
VIZIANAGARAM,MAKKUVA,DABBAGEDDA,99,1,183150,Rabi_2020
VIZIANAGARAM,BALIJIPETA,SUBHADRA,98,1,181300,Kharif_2020
VIZIANAGARAM,BALIJIPETA,NARAYANAPURAM,77.5,6,143375,Kharif_2020
VIZIANAGARAM,PACHIPENTA,GOTTURU,275,6,508750,Kharif_2020
VIZIANAGARAM,JIYYAMMAVALASA,DALAIPETA,262,7,484700,Kharif_2020
VIZIANAGARAM,MAKKUVA,KONA,566,4,1047100,Rabi_2020
VIZIANAGARAM,BALIJIPETA,VANTARAM,720,12,1332000,Rabi_2020
VIZIANAGARAM,BALIJIPETA,CHILAKALAPALLI,34.5,1,63825,Kharif_2020
VIZIANAGARAM,MERAKAMUDIDAM,SOMALINGAPURAM,118.5,3,219225,Kharif_2020
VIZIANAGARAM,GAJAPATHINAGARAM,MADHUPADA,35,1,64750,Rabi_2020
VIZIANAGARAM,THERLAM,AMITI,2111,70,3905350,Kharif_2020
VIZIANAGARAM,GARIVIDI,KODURU,300.5,28,555925,Kharif_2020
VIZIANAGARAM,RAMABHADRAPURAM,RAVIVALASA,3065.5,69,5671175,Kharif_2020
VIZIANAGARAM,GARIVIDI,YENUGUVALASA,700.5,24,1295925,Kharif_2020
VIZIANAGARAM,RAMABHADRAPURAM,TARAPURAM,1401,60,2591850,Kharif_2020
VIZIANAGARAM,CHEEPURUPALLI,ITAKARLAPALLI,1730,60,3200500,Kharif_2020
VIZIANAGARAM,DATTIRAJERU,GADASAM,2767,110,5118950,Kharif_2020
VIZIANAGARAM,KOMARADA,KALLIKOTA,460,11,851000,Kharif_2020
VIZIANAGARAM,GURLA,THETTANGI,136.5,5,252525,Kharif_2020
VIZIANAGARAM,SALUR,KURUKUTTI,1244.5,20,2302325,Kharif_2020
VIZIANAGARAM,SALUR,THUNDA,422.5,5,781625,Kharif_2020
VIZIANAGARAM,NELLIMARLA,GUSHINI,667.5,19,1234875,Kharif_2020
VIZIANAGARAM,RAMABHADRAPURAM,BUSAYAVALASA,269,4,497650,Kharif_2020
VIZIANAGARAM,BALIJIPETA,GALAVILLI,1625,58,3006250,Rabi_2020
VIZIANAGARAM,PUSAPATIREGA,CHALAVANITHOTA,427,7,789950,Rabi_2020
VIZIANAGARAM,BALIJIPETA,GANGADA,1829,35,3383650,Rabi_2020
VIZIANAGARAM,MERAKAMUDIDAM,SOMALINGAPURAM,374,10,691900,Rabi_2020
VIZIANAGARAM,SALURU,JEEGIRAM,529,10,978650,Kharif_2020
VIZIANAGARAM,DENKADA,JONNADA,138,3,255300,Kharif_2020
VIZIANAGARAM,BOBBILI,KASIMDORAVALASA,571.5,23,1057275,Kharif_2020
VIZIANAGARAM,SALUR,THONAM,130,3,240500,Kharif_2020
VIZIANAGARAM,PACHIPENTA,P.KONAVALASA,485.5,13,898175,Kharif_2020
VIZIANAGARAM,PACHIPENTA,PADMAPURAM,779.5,10,1442075,Kharif_2020
VIZIANAGARAM,PUSAPATIREGA,RELLIVALASA,73,3,135050,Rabi_2020
VIZIANAGARAM,RAMABHADRAPURAM,SOMPURAM,789,5,1459650,Rabi_2020
VIZIANAGARAM,GURLA,ANANDAPURAM,573,20,1060050,Rabi_2020
VIZIANAGARAM,GURLA,THETTANGI,164.5,4,304325,Rabi_2020
VIZIANAGARAM,MAKKUVA,V.B.PURAM,75,1,138750,Rabi_2020
VIZIANAGARAM,MERAKAMUDIDAM,MERAKAMUDIDAM,42,2,77700,Kharif_2020
VIZIANAGARAM,THERLAM,SUNDARADA,325,5,601250,Rabi_2020
VIZIANAGARAM,GARIVIDI,BONDAPALLI,721,10,1333850,Rabi_2020
VIZIANAGARAM,GARIVIDI,ARTHAMURU,41,2,75850,Rabi_2020
